,0
34905,"(53011, 53021, 53007, 53045, 53065)"
34906,"(53011, 53021, 53007, 53045, 53037)"
34907,"(53011, 53021, 53007, 53045, 53047)"
34908,"(53011, 53021, 53007, 53045, 53017)"
34909,"(53011, 53021, 53007, 53045, 53031)"
34910,"(53011, 53021, 53007, 53045, 53049)"
34911,"(53011, 53021, 53007, 53045, 53039)"
34912,"(53011, 53021, 53007, 53045, 53003)"
34913,"(53011, 53021, 53007, 53045, 53055)"
34914,"(53011, 53021, 53007, 53045, 53001)"
34915,"(53011, 53021, 53007, 53045, 53051)"
34916,"(53011, 53021, 53007, 53045, 53059)"
34917,"(53011, 53021, 53007, 53045, 53043)"
34918,"(53011, 53021, 53007, 53045, 53019)"
34919,"(53011, 53021, 53007, 53045, 53069)"
34920,"(53011, 53021, 53007, 53045, 53013)"
34921,"(53011, 53021, 53007, 53045, 53023)"
34922,"(53011, 53021, 53007, 53071, 53075)"
34923,"(53011, 53021, 53007, 53071, 53065)"
34924,"(53011, 53021, 53007, 53071, 53037)"
34925,"(53011, 53021, 53007, 53071, 53047)"
34926,"(53011, 53021, 53007, 53071, 53017)"
34927,"(53011, 53021, 53007, 53071, 53031)"
34928,"(53011, 53021, 53007, 53071, 53049)"
34929,"(53011, 53021, 53007, 53071, 53039)"
34930,"(53011, 53021, 53007, 53071, 53003)"
34931,"(53011, 53021, 53007, 53071, 53055)"
34932,"(53011, 53021, 53007, 53071, 53001)"
34933,"(53011, 53021, 53007, 53071, 53051)"
34934,"(53011, 53021, 53007, 53071, 53059)"
34935,"(53011, 53021, 53007, 53071, 53043)"
34936,"(53011, 53021, 53007, 53071, 53019)"
34937,"(53011, 53021, 53007, 53071, 53069)"
34938,"(53011, 53021, 53007, 53071, 53013)"
34939,"(53011, 53021, 53007, 53071, 53023)"
34940,"(53011, 53021, 53007, 53075, 53065)"
34941,"(53011, 53021, 53007, 53075, 53037)"
34942,"(53011, 53021, 53007, 53075, 53047)"
34943,"(53011, 53021, 53007, 53075, 53017)"
34944,"(53011, 53021, 53007, 53075, 53031)"
34945,"(53011, 53021, 53007, 53075, 53049)"
34946,"(53011, 53021, 53007, 53075, 53039)"
34947,"(53011, 53021, 53007, 53075, 53003)"
34948,"(53011, 53021, 53007, 53075, 53055)"
34949,"(53011, 53021, 53007, 53075, 53001)"
34950,"(53011, 53021, 53007, 53075, 53051)"
34951,"(53011, 53021, 53007, 53075, 53059)"
34952,"(53011, 53021, 53007, 53075, 53043)"
34953,"(53011, 53021, 53007, 53075, 53019)"
34954,"(53011, 53021, 53007, 53075, 53069)"
34955,"(53011, 53021, 53007, 53075, 53013)"
34956,"(53011, 53021, 53007, 53075, 53023)"
34957,"(53011, 53021, 53007, 53065, 53037)"
34958,"(53011, 53021, 53007, 53065, 53047)"
34959,"(53011, 53021, 53007, 53065, 53017)"
34960,"(53011, 53021, 53007, 53065, 53031)"
34961,"(53011, 53021, 53007, 53065, 53049)"
34962,"(53011, 53021, 53007, 53065, 53039)"
34963,"(53011, 53021, 53007, 53065, 53003)"
34964,"(53011, 53021, 53007, 53065, 53055)"
34965,"(53011, 53021, 53007, 53065, 53001)"
34966,"(53011, 53021, 53007, 53065, 53051)"
34967,"(53011, 53021, 53007, 53065, 53059)"
34968,"(53011, 53021, 53007, 53065, 53043)"
34969,"(53011, 53021, 53007, 53065, 53019)"
34970,"(53011, 53021, 53007, 53065, 53069)"
34971,"(53011, 53021, 53007, 53065, 53013)"
34972,"(53011, 53021, 53007, 53065, 53023)"
34973,"(53011, 53021, 53007, 53037, 53047)"
34974,"(53011, 53021, 53007, 53037, 53017)"
34975,"(53011, 53021, 53007, 53037, 53031)"
34976,"(53011, 53021, 53007, 53037, 53049)"
34977,"(53011, 53021, 53007, 53037, 53039)"
34978,"(53011, 53021, 53007, 53037, 53003)"
34979,"(53011, 53021, 53007, 53037, 53055)"
34980,"(53011, 53021, 53007, 53037, 53001)"
34981,"(53011, 53021, 53007, 53037, 53051)"
34982,"(53011, 53021, 53007, 53037, 53059)"
34983,"(53011, 53021, 53007, 53037, 53043)"
34984,"(53011, 53021, 53007, 53037, 53019)"
34985,"(53011, 53021, 53007, 53037, 53069)"
34986,"(53011, 53021, 53007, 53037, 53013)"
34987,"(53011, 53021, 53007, 53037, 53023)"
34988,"(53011, 53021, 53007, 53047, 53017)"
34989,"(53011, 53021, 53007, 53047, 53031)"
34990,"(53011, 53021, 53007, 53047, 53049)"
34991,"(53011, 53021, 53007, 53047, 53039)"
34992,"(53011, 53021, 53007, 53047, 53003)"
34993,"(53011, 53021, 53007, 53047, 53055)"
34994,"(53011, 53021, 53007, 53047, 53001)"
34995,"(53011, 53021, 53007, 53047, 53051)"
34996,"(53011, 53021, 53007, 53047, 53059)"
34997,"(53011, 53021, 53007, 53047, 53043)"
34998,"(53011, 53021, 53007, 53047, 53019)"
34999,"(53011, 53021, 53007, 53047, 53069)"
35000,"(53011, 53021, 53007, 53047, 53013)"
35001,"(53011, 53021, 53007, 53047, 53023)"
35002,"(53011, 53021, 53007, 53017, 53031)"
35003,"(53011, 53021, 53007, 53017, 53049)"
35004,"(53011, 53021, 53007, 53017, 53039)"
35005,"(53011, 53021, 53007, 53017, 53003)"
35006,"(53011, 53021, 53007, 53017, 53055)"
35007,"(53011, 53021, 53007, 53017, 53001)"
35008,"(53011, 53021, 53007, 53017, 53051)"
35009,"(53011, 53021, 53007, 53017, 53059)"
35010,"(53011, 53021, 53007, 53017, 53043)"
35011,"(53011, 53021, 53007, 53017, 53019)"
35012,"(53011, 53021, 53007, 53017, 53069)"
35013,"(53011, 53021, 53007, 53017, 53013)"
35014,"(53011, 53021, 53007, 53017, 53023)"
35015,"(53011, 53021, 53007, 53031, 53049)"
35016,"(53011, 53021, 53007, 53031, 53039)"
35017,"(53011, 53021, 53007, 53031, 53003)"
35018,"(53011, 53021, 53007, 53031, 53055)"
35019,"(53011, 53021, 53007, 53031, 53001)"
35020,"(53011, 53021, 53007, 53031, 53051)"
35021,"(53011, 53021, 53007, 53031, 53059)"
35022,"(53011, 53021, 53007, 53031, 53043)"
35023,"(53011, 53021, 53007, 53031, 53019)"
35024,"(53011, 53021, 53007, 53031, 53069)"
35025,"(53011, 53021, 53007, 53031, 53013)"
35026,"(53011, 53021, 53007, 53031, 53023)"
35027,"(53011, 53021, 53007, 53049, 53039)"
35028,"(53011, 53021, 53007, 53049, 53003)"
35029,"(53011, 53021, 53007, 53049, 53055)"
35030,"(53011, 53021, 53007, 53049, 53001)"
35031,"(53011, 53021, 53007, 53049, 53051)"
35032,"(53011, 53021, 53007, 53049, 53059)"
35033,"(53011, 53021, 53007, 53049, 53043)"
35034,"(53011, 53021, 53007, 53049, 53019)"
35035,"(53011, 53021, 53007, 53049, 53069)"
35036,"(53011, 53021, 53007, 53049, 53013)"
35037,"(53011, 53021, 53007, 53049, 53023)"
35038,"(53011, 53021, 53007, 53039, 53003)"
35039,"(53011, 53021, 53007, 53039, 53055)"
35040,"(53011, 53021, 53007, 53039, 53001)"
35041,"(53011, 53021, 53007, 53039, 53051)"
35042,"(53011, 53021, 53007, 53039, 53059)"
35043,"(53011, 53021, 53007, 53039, 53043)"
35044,"(53011, 53021, 53007, 53039, 53019)"
35045,"(53011, 53021, 53007, 53039, 53069)"
35046,"(53011, 53021, 53007, 53039, 53013)"
35047,"(53011, 53021, 53007, 53039, 53023)"
35048,"(53011, 53021, 53007, 53003, 53055)"
35049,"(53011, 53021, 53007, 53003, 53001)"
35050,"(53011, 53021, 53007, 53003, 53051)"
35051,"(53011, 53021, 53007, 53003, 53059)"
35052,"(53011, 53021, 53007, 53003, 53043)"
35053,"(53011, 53021, 53007, 53003, 53019)"
35054,"(53011, 53021, 53007, 53003, 53069)"
35055,"(53011, 53021, 53007, 53003, 53013)"
35056,"(53011, 53021, 53007, 53003, 53023)"
35057,"(53011, 53021, 53007, 53055, 53001)"
35058,"(53011, 53021, 53007, 53055, 53051)"
35059,"(53011, 53021, 53007, 53055, 53059)"
35060,"(53011, 53021, 53007, 53055, 53043)"
35061,"(53011, 53021, 53007, 53055, 53019)"
35062,"(53011, 53021, 53007, 53055, 53069)"
35063,"(53011, 53021, 53007, 53055, 53013)"
35064,"(53011, 53021, 53007, 53055, 53023)"
35065,"(53011, 53021, 53007, 53001, 53051)"
35066,"(53011, 53021, 53007, 53001, 53059)"
35067,"(53011, 53021, 53007, 53001, 53043)"
35068,"(53011, 53021, 53007, 53001, 53019)"
35069,"(53011, 53021, 53007, 53001, 53069)"
35070,"(53011, 53021, 53007, 53001, 53013)"
35071,"(53011, 53021, 53007, 53001, 53023)"
35072,"(53011, 53021, 53007, 53051, 53059)"
35073,"(53011, 53021, 53007, 53051, 53043)"
35074,"(53011, 53021, 53007, 53051, 53019)"
35075,"(53011, 53021, 53007, 53051, 53069)"
35076,"(53011, 53021, 53007, 53051, 53013)"
35077,"(53011, 53021, 53007, 53051, 53023)"
35078,"(53011, 53021, 53007, 53059, 53043)"
35079,"(53011, 53021, 53007, 53059, 53019)"
35080,"(53011, 53021, 53007, 53059, 53069)"
35081,"(53011, 53021, 53007, 53059, 53013)"
35082,"(53011, 53021, 53007, 53059, 53023)"
35083,"(53011, 53021, 53007, 53043, 53019)"
35084,"(53011, 53021, 53007, 53043, 53069)"
35085,"(53011, 53021, 53007, 53043, 53013)"
35086,"(53011, 53021, 53007, 53043, 53023)"
35087,"(53011, 53021, 53007, 53019, 53069)"
35088,"(53011, 53021, 53007, 53019, 53013)"
35089,"(53011, 53021, 53007, 53019, 53023)"
35090,"(53011, 53021, 53007, 53069, 53013)"
35091,"(53011, 53021, 53007, 53069, 53023)"
35092,"(53011, 53021, 53007, 53013, 53023)"
35093,"(53011, 53021, 53027, 53045, 53071)"
35094,"(53011, 53021, 53027, 53045, 53075)"
35095,"(53011, 53021, 53027, 53045, 53065)"
35096,"(53011, 53021, 53027, 53045, 53037)"
35097,"(53011, 53021, 53027, 53045, 53047)"
35098,"(53011, 53021, 53027, 53045, 53017)"
35099,"(53011, 53021, 53027, 53045, 53031)"
35100,"(53011, 53021, 53027, 53045, 53049)"
35101,"(53011, 53021, 53027, 53045, 53039)"
35102,"(53011, 53021, 53027, 53045, 53003)"
35103,"(53011, 53021, 53027, 53045, 53055)"
35104,"(53011, 53021, 53027, 53045, 53001)"
35105,"(53011, 53021, 53027, 53045, 53051)"
35106,"(53011, 53021, 53027, 53045, 53059)"
35107,"(53011, 53021, 53027, 53045, 53043)"
35108,"(53011, 53021, 53027, 53045, 53019)"
35109,"(53011, 53021, 53027, 53045, 53069)"
35110,"(53011, 53021, 53027, 53045, 53013)"
35111,"(53011, 53021, 53027, 53045, 53023)"
35112,"(53011, 53021, 53027, 53071, 53075)"
35113,"(53011, 53021, 53027, 53071, 53065)"
35114,"(53011, 53021, 53027, 53071, 53037)"
35115,"(53011, 53021, 53027, 53071, 53047)"
35116,"(53011, 53021, 53027, 53071, 53017)"
35117,"(53011, 53021, 53027, 53071, 53031)"
35118,"(53011, 53021, 53027, 53071, 53049)"
35119,"(53011, 53021, 53027, 53071, 53039)"
35120,"(53011, 53021, 53027, 53071, 53003)"
35121,"(53011, 53021, 53027, 53071, 53055)"
35122,"(53011, 53021, 53027, 53071, 53001)"
35123,"(53011, 53021, 53027, 53071, 53051)"
35124,"(53011, 53021, 53027, 53071, 53059)"
35125,"(53011, 53021, 53027, 53071, 53043)"
35126,"(53011, 53021, 53027, 53071, 53019)"
35127,"(53011, 53021, 53027, 53071, 53069)"
35128,"(53011, 53021, 53027, 53071, 53013)"
35129,"(53011, 53021, 53027, 53071, 53023)"
35130,"(53011, 53021, 53027, 53075, 53065)"
35131,"(53011, 53021, 53027, 53075, 53037)"
35132,"(53011, 53021, 53027, 53075, 53047)"
35133,"(53011, 53021, 53027, 53075, 53017)"
35134,"(53011, 53021, 53027, 53075, 53031)"
35135,"(53011, 53021, 53027, 53075, 53049)"
35136,"(53011, 53021, 53027, 53075, 53039)"
35137,"(53011, 53021, 53027, 53075, 53003)"
35138,"(53011, 53021, 53027, 53075, 53055)"
35139,"(53011, 53021, 53027, 53075, 53001)"
35140,"(53011, 53021, 53027, 53075, 53051)"
35141,"(53011, 53021, 53027, 53075, 53059)"
35142,"(53011, 53021, 53027, 53075, 53043)"
35143,"(53011, 53021, 53027, 53075, 53019)"
35144,"(53011, 53021, 53027, 53075, 53069)"
35145,"(53011, 53021, 53027, 53075, 53013)"
35146,"(53011, 53021, 53027, 53075, 53023)"
35147,"(53011, 53021, 53027, 53065, 53037)"
35148,"(53011, 53021, 53027, 53065, 53047)"
35149,"(53011, 53021, 53027, 53065, 53017)"
35150,"(53011, 53021, 53027, 53065, 53031)"
35151,"(53011, 53021, 53027, 53065, 53049)"
35152,"(53011, 53021, 53027, 53065, 53039)"
35153,"(53011, 53021, 53027, 53065, 53003)"
35154,"(53011, 53021, 53027, 53065, 53055)"
35155,"(53011, 53021, 53027, 53065, 53001)"
35156,"(53011, 53021, 53027, 53065, 53051)"
35157,"(53011, 53021, 53027, 53065, 53059)"
35158,"(53011, 53021, 53027, 53065, 53043)"
35159,"(53011, 53021, 53027, 53065, 53019)"
35160,"(53011, 53021, 53027, 53065, 53069)"
35161,"(53011, 53021, 53027, 53065, 53013)"
35162,"(53011, 53021, 53027, 53065, 53023)"
35163,"(53011, 53021, 53027, 53037, 53047)"
35164,"(53011, 53021, 53027, 53037, 53017)"
35165,"(53011, 53021, 53027, 53037, 53031)"
35166,"(53011, 53021, 53027, 53037, 53049)"
35167,"(53011, 53021, 53027, 53037, 53039)"
35168,"(53011, 53021, 53027, 53037, 53003)"
35169,"(53011, 53021, 53027, 53037, 53055)"
35170,"(53011, 53021, 53027, 53037, 53001)"
35171,"(53011, 53021, 53027, 53037, 53051)"
35172,"(53011, 53021, 53027, 53037, 53059)"
35173,"(53011, 53021, 53027, 53037, 53043)"
35174,"(53011, 53021, 53027, 53037, 53019)"
35175,"(53011, 53021, 53027, 53037, 53069)"
35176,"(53011, 53021, 53027, 53037, 53013)"
35177,"(53011, 53021, 53027, 53037, 53023)"
35178,"(53011, 53021, 53027, 53047, 53017)"
35179,"(53011, 53021, 53027, 53047, 53031)"
35180,"(53011, 53021, 53027, 53047, 53049)"
35181,"(53011, 53021, 53027, 53047, 53039)"
35182,"(53011, 53021, 53027, 53047, 53003)"
35183,"(53011, 53021, 53027, 53047, 53055)"
35184,"(53011, 53021, 53027, 53047, 53001)"
35185,"(53011, 53021, 53027, 53047, 53051)"
35186,"(53011, 53021, 53027, 53047, 53059)"
35187,"(53011, 53021, 53027, 53047, 53043)"
35188,"(53011, 53021, 53027, 53047, 53019)"
35189,"(53011, 53021, 53027, 53047, 53069)"
35190,"(53011, 53021, 53027, 53047, 53013)"
35191,"(53011, 53021, 53027, 53047, 53023)"
35192,"(53011, 53021, 53027, 53017, 53031)"
35193,"(53011, 53021, 53027, 53017, 53049)"
35194,"(53011, 53021, 53027, 53017, 53039)"
35195,"(53011, 53021, 53027, 53017, 53003)"
35196,"(53011, 53021, 53027, 53017, 53055)"
35197,"(53011, 53021, 53027, 53017, 53001)"
35198,"(53011, 53021, 53027, 53017, 53051)"
35199,"(53011, 53021, 53027, 53017, 53059)"
35200,"(53011, 53021, 53027, 53017, 53043)"
35201,"(53011, 53021, 53027, 53017, 53019)"
35202,"(53011, 53021, 53027, 53017, 53069)"
35203,"(53011, 53021, 53027, 53017, 53013)"
35204,"(53011, 53021, 53027, 53017, 53023)"
35205,"(53011, 53021, 53027, 53031, 53049)"
35206,"(53011, 53021, 53027, 53031, 53039)"
35207,"(53011, 53021, 53027, 53031, 53003)"
35208,"(53011, 53021, 53027, 53031, 53055)"
35209,"(53011, 53021, 53027, 53031, 53001)"
35210,"(53011, 53021, 53027, 53031, 53051)"
35211,"(53011, 53021, 53027, 53031, 53059)"
35212,"(53011, 53021, 53027, 53031, 53043)"
35213,"(53011, 53021, 53027, 53031, 53019)"
35214,"(53011, 53021, 53027, 53031, 53069)"
35215,"(53011, 53021, 53027, 53031, 53013)"
35216,"(53011, 53021, 53027, 53031, 53023)"
35217,"(53011, 53021, 53027, 53049, 53039)"
35218,"(53011, 53021, 53027, 53049, 53003)"
35219,"(53011, 53021, 53027, 53049, 53055)"
35220,"(53011, 53021, 53027, 53049, 53001)"
35221,"(53011, 53021, 53027, 53049, 53051)"
35222,"(53011, 53021, 53027, 53049, 53059)"
35223,"(53011, 53021, 53027, 53049, 53043)"
35224,"(53011, 53021, 53027, 53049, 53019)"
35225,"(53011, 53021, 53027, 53049, 53069)"
35226,"(53011, 53021, 53027, 53049, 53013)"
35227,"(53011, 53021, 53027, 53049, 53023)"
35228,"(53011, 53021, 53027, 53039, 53003)"
35229,"(53011, 53021, 53027, 53039, 53055)"
35230,"(53011, 53021, 53027, 53039, 53001)"
35231,"(53011, 53021, 53027, 53039, 53051)"
35232,"(53011, 53021, 53027, 53039, 53059)"
35233,"(53011, 53021, 53027, 53039, 53043)"
35234,"(53011, 53021, 53027, 53039, 53019)"
35235,"(53011, 53021, 53027, 53039, 53069)"
35236,"(53011, 53021, 53027, 53039, 53013)"
35237,"(53011, 53021, 53027, 53039, 53023)"
35238,"(53011, 53021, 53027, 53003, 53055)"
35239,"(53011, 53021, 53027, 53003, 53001)"
35240,"(53011, 53021, 53027, 53003, 53051)"
35241,"(53011, 53021, 53027, 53003, 53059)"
35242,"(53011, 53021, 53027, 53003, 53043)"
35243,"(53011, 53021, 53027, 53003, 53019)"
35244,"(53011, 53021, 53027, 53003, 53069)"
35245,"(53011, 53021, 53027, 53003, 53013)"
35246,"(53011, 53021, 53027, 53003, 53023)"
35247,"(53011, 53021, 53027, 53055, 53001)"
35248,"(53011, 53021, 53027, 53055, 53051)"
35249,"(53011, 53021, 53027, 53055, 53059)"
35250,"(53011, 53021, 53027, 53055, 53043)"
35251,"(53011, 53021, 53027, 53055, 53019)"
35252,"(53011, 53021, 53027, 53055, 53069)"
35253,"(53011, 53021, 53027, 53055, 53013)"
35254,"(53011, 53021, 53027, 53055, 53023)"
35255,"(53011, 53021, 53027, 53001, 53051)"
35256,"(53011, 53021, 53027, 53001, 53059)"
35257,"(53011, 53021, 53027, 53001, 53043)"
35258,"(53011, 53021, 53027, 53001, 53019)"
35259,"(53011, 53021, 53027, 53001, 53069)"
35260,"(53011, 53021, 53027, 53001, 53013)"
35261,"(53011, 53021, 53027, 53001, 53023)"
35262,"(53011, 53021, 53027, 53051, 53059)"
35263,"(53011, 53021, 53027, 53051, 53043)"
35264,"(53011, 53021, 53027, 53051, 53019)"
35265,"(53011, 53021, 53027, 53051, 53069)"
35266,"(53011, 53021, 53027, 53051, 53013)"
35267,"(53011, 53021, 53027, 53051, 53023)"
35268,"(53011, 53021, 53027, 53059, 53043)"
35269,"(53011, 53021, 53027, 53059, 53019)"
35270,"(53011, 53021, 53027, 53059, 53069)"
35271,"(53011, 53021, 53027, 53059, 53013)"
35272,"(53011, 53021, 53027, 53059, 53023)"
35273,"(53011, 53021, 53027, 53043, 53019)"
35274,"(53011, 53021, 53027, 53043, 53069)"
35275,"(53011, 53021, 53027, 53043, 53013)"
35276,"(53011, 53021, 53027, 53043, 53023)"
35277,"(53011, 53021, 53027, 53019, 53069)"
35278,"(53011, 53021, 53027, 53019, 53013)"
35279,"(53011, 53021, 53027, 53019, 53023)"
35280,"(53011, 53021, 53027, 53069, 53013)"
35281,"(53011, 53021, 53027, 53069, 53023)"
35282,"(53011, 53021, 53027, 53013, 53023)"
35283,"(53011, 53021, 53045, 53071, 53075)"
35284,"(53011, 53021, 53045, 53071, 53065)"
35285,"(53011, 53021, 53045, 53071, 53037)"
35286,"(53011, 53021, 53045, 53071, 53047)"
35287,"(53011, 53021, 53045, 53071, 53017)"
35288,"(53011, 53021, 53045, 53071, 53031)"
35289,"(53011, 53021, 53045, 53071, 53049)"
35290,"(53011, 53021, 53045, 53071, 53039)"
35291,"(53011, 53021, 53045, 53071, 53003)"
35292,"(53011, 53021, 53045, 53071, 53055)"
35293,"(53011, 53021, 53045, 53071, 53001)"
35294,"(53011, 53021, 53045, 53071, 53051)"
35295,"(53011, 53021, 53045, 53071, 53059)"
35296,"(53011, 53021, 53045, 53071, 53043)"
35297,"(53011, 53021, 53045, 53071, 53019)"
35298,"(53011, 53021, 53045, 53071, 53069)"
35299,"(53011, 53021, 53045, 53071, 53013)"
35300,"(53011, 53021, 53045, 53071, 53023)"
35301,"(53011, 53021, 53045, 53075, 53065)"
35302,"(53011, 53021, 53045, 53075, 53037)"
35303,"(53011, 53021, 53045, 53075, 53047)"
35304,"(53011, 53021, 53045, 53075, 53017)"
35305,"(53011, 53021, 53045, 53075, 53031)"
35306,"(53011, 53021, 53045, 53075, 53049)"
35307,"(53011, 53021, 53045, 53075, 53039)"
35308,"(53011, 53021, 53045, 53075, 53003)"
35309,"(53011, 53021, 53045, 53075, 53055)"
35310,"(53011, 53021, 53045, 53075, 53001)"
35311,"(53011, 53021, 53045, 53075, 53051)"
35312,"(53011, 53021, 53045, 53075, 53059)"
35313,"(53011, 53021, 53045, 53075, 53043)"
35314,"(53011, 53021, 53045, 53075, 53019)"
35315,"(53011, 53021, 53045, 53075, 53069)"
35316,"(53011, 53021, 53045, 53075, 53013)"
35317,"(53011, 53021, 53045, 53075, 53023)"
35318,"(53011, 53021, 53045, 53065, 53037)"
35319,"(53011, 53021, 53045, 53065, 53047)"
35320,"(53011, 53021, 53045, 53065, 53017)"
35321,"(53011, 53021, 53045, 53065, 53031)"
35322,"(53011, 53021, 53045, 53065, 53049)"
35323,"(53011, 53021, 53045, 53065, 53039)"
35324,"(53011, 53021, 53045, 53065, 53003)"
35325,"(53011, 53021, 53045, 53065, 53055)"
35326,"(53011, 53021, 53045, 53065, 53001)"
35327,"(53011, 53021, 53045, 53065, 53051)"
35328,"(53011, 53021, 53045, 53065, 53059)"
35329,"(53011, 53021, 53045, 53065, 53043)"
35330,"(53011, 53021, 53045, 53065, 53019)"
35331,"(53011, 53021, 53045, 53065, 53069)"
35332,"(53011, 53021, 53045, 53065, 53013)"
35333,"(53011, 53021, 53045, 53065, 53023)"
35334,"(53011, 53021, 53045, 53037, 53047)"
35335,"(53011, 53021, 53045, 53037, 53017)"
35336,"(53011, 53021, 53045, 53037, 53031)"
35337,"(53011, 53021, 53045, 53037, 53049)"
35338,"(53011, 53021, 53045, 53037, 53039)"
35339,"(53011, 53021, 53045, 53037, 53003)"
35340,"(53011, 53021, 53045, 53037, 53055)"
35341,"(53011, 53021, 53045, 53037, 53001)"
35342,"(53011, 53021, 53045, 53037, 53051)"
35343,"(53011, 53021, 53045, 53037, 53059)"
35344,"(53011, 53021, 53045, 53037, 53043)"
35345,"(53011, 53021, 53045, 53037, 53019)"
35346,"(53011, 53021, 53045, 53037, 53069)"
35347,"(53011, 53021, 53045, 53037, 53013)"
35348,"(53011, 53021, 53045, 53037, 53023)"
35349,"(53011, 53021, 53045, 53047, 53017)"
35350,"(53011, 53021, 53045, 53047, 53031)"
35351,"(53011, 53021, 53045, 53047, 53049)"
35352,"(53011, 53021, 53045, 53047, 53039)"
35353,"(53011, 53021, 53045, 53047, 53003)"
35354,"(53011, 53021, 53045, 53047, 53055)"
35355,"(53011, 53021, 53045, 53047, 53001)"
35356,"(53011, 53021, 53045, 53047, 53051)"
35357,"(53011, 53021, 53045, 53047, 53059)"
35358,"(53011, 53021, 53045, 53047, 53043)"
35359,"(53011, 53021, 53045, 53047, 53019)"
35360,"(53011, 53021, 53045, 53047, 53069)"
35361,"(53011, 53021, 53045, 53047, 53013)"
35362,"(53011, 53021, 53045, 53047, 53023)"
35363,"(53011, 53021, 53045, 53017, 53031)"
35364,"(53011, 53021, 53045, 53017, 53049)"
35365,"(53011, 53021, 53045, 53017, 53039)"
35366,"(53011, 53021, 53045, 53017, 53003)"
35367,"(53011, 53021, 53045, 53017, 53055)"
35368,"(53011, 53021, 53045, 53017, 53001)"
35369,"(53011, 53021, 53045, 53017, 53051)"
35370,"(53011, 53021, 53045, 53017, 53059)"
35371,"(53011, 53021, 53045, 53017, 53043)"
35372,"(53011, 53021, 53045, 53017, 53019)"
35373,"(53011, 53021, 53045, 53017, 53069)"
35374,"(53011, 53021, 53045, 53017, 53013)"
35375,"(53011, 53021, 53045, 53017, 53023)"
35376,"(53011, 53021, 53045, 53031, 53049)"
35377,"(53011, 53021, 53045, 53031, 53039)"
35378,"(53011, 53021, 53045, 53031, 53003)"
35379,"(53011, 53021, 53045, 53031, 53055)"
35380,"(53011, 53021, 53045, 53031, 53001)"
35381,"(53011, 53021, 53045, 53031, 53051)"
35382,"(53011, 53021, 53045, 53031, 53059)"
35383,"(53011, 53021, 53045, 53031, 53043)"
35384,"(53011, 53021, 53045, 53031, 53019)"
35385,"(53011, 53021, 53045, 53031, 53069)"
35386,"(53011, 53021, 53045, 53031, 53013)"
35387,"(53011, 53021, 53045, 53031, 53023)"
35388,"(53011, 53021, 53045, 53049, 53039)"
35389,"(53011, 53021, 53045, 53049, 53003)"
35390,"(53011, 53021, 53045, 53049, 53055)"
35391,"(53011, 53021, 53045, 53049, 53001)"
35392,"(53011, 53021, 53045, 53049, 53051)"
35393,"(53011, 53021, 53045, 53049, 53059)"
35394,"(53011, 53021, 53045, 53049, 53043)"
35395,"(53011, 53021, 53045, 53049, 53019)"
35396,"(53011, 53021, 53045, 53049, 53069)"
35397,"(53011, 53021, 53045, 53049, 53013)"
35398,"(53011, 53021, 53045, 53049, 53023)"
35399,"(53011, 53021, 53045, 53039, 53003)"
35400,"(53011, 53021, 53045, 53039, 53055)"
35401,"(53011, 53021, 53045, 53039, 53001)"
35402,"(53011, 53021, 53045, 53039, 53051)"
35403,"(53011, 53021, 53045, 53039, 53059)"
35404,"(53011, 53021, 53045, 53039, 53043)"
35405,"(53011, 53021, 53045, 53039, 53019)"
35406,"(53011, 53021, 53045, 53039, 53069)"
35407,"(53011, 53021, 53045, 53039, 53013)"
35408,"(53011, 53021, 53045, 53039, 53023)"
35409,"(53011, 53021, 53045, 53003, 53055)"
35410,"(53011, 53021, 53045, 53003, 53001)"
35411,"(53011, 53021, 53045, 53003, 53051)"
35412,"(53011, 53021, 53045, 53003, 53059)"
35413,"(53011, 53021, 53045, 53003, 53043)"
35414,"(53011, 53021, 53045, 53003, 53019)"
35415,"(53011, 53021, 53045, 53003, 53069)"
35416,"(53011, 53021, 53045, 53003, 53013)"
35417,"(53011, 53021, 53045, 53003, 53023)"
35418,"(53011, 53021, 53045, 53055, 53001)"
35419,"(53011, 53021, 53045, 53055, 53051)"
35420,"(53011, 53021, 53045, 53055, 53059)"
35421,"(53011, 53021, 53045, 53055, 53043)"
35422,"(53011, 53021, 53045, 53055, 53019)"
35423,"(53011, 53021, 53045, 53055, 53069)"
35424,"(53011, 53021, 53045, 53055, 53013)"
35425,"(53011, 53021, 53045, 53055, 53023)"
35426,"(53011, 53021, 53045, 53001, 53051)"
35427,"(53011, 53021, 53045, 53001, 53059)"
35428,"(53011, 53021, 53045, 53001, 53043)"
35429,"(53011, 53021, 53045, 53001, 53019)"
35430,"(53011, 53021, 53045, 53001, 53069)"
35431,"(53011, 53021, 53045, 53001, 53013)"
35432,"(53011, 53021, 53045, 53001, 53023)"
35433,"(53011, 53021, 53045, 53051, 53059)"
35434,"(53011, 53021, 53045, 53051, 53043)"
35435,"(53011, 53021, 53045, 53051, 53019)"
35436,"(53011, 53021, 53045, 53051, 53069)"
35437,"(53011, 53021, 53045, 53051, 53013)"
35438,"(53011, 53021, 53045, 53051, 53023)"
35439,"(53011, 53021, 53045, 53059, 53043)"
35440,"(53011, 53021, 53045, 53059, 53019)"
35441,"(53011, 53021, 53045, 53059, 53069)"
35442,"(53011, 53021, 53045, 53059, 53013)"
